date,precipitation,temperature,humidity,evapotranspiration,soil_moisture
1/1/2000,84.38547517,25.95268842,96.29549884,5.104884379,23.47219795
1/2/2000,67.76157503,19.91767065,72.89229526,5.922831446,17.65823486
1/3/2000,79.8602215,25.24720878,75.75120176,5.526239485,19.33087142
1/4/2000,153.7834199,21.51533297,70.17931664,5.077414938,14.56851453
1/5/2000,64.67174865,20.25027888,61.39231954,4.746581652,16.90477166
1/6/2000,136.3448579,26.12264942,85.68553727,4.027255972,17.20702585
1/7/2000,65.23983695,30.56189986,64.13801278,4.665265406,15.51124987
1/8/2000,75.27795071,35.47522764,71.47176047,4.800420696,26.53395077
1/9/2000,29.62713964,24.88470191,64.98868717,5.296417624,22.21727991
1/10/2000,127.1407539,17.7228311,73.81555497,3.726707403,23.76801944
1/11/2000,101.9509404,25.93415268,77.97488775,6.960413282,25.00552476
1/12/2000,107.6673184,35.05135392,46.59705824,8.570029896,17.14979351
1/13/2000,88.07414767,16.76414893,71.26411161,6.417451446,13.42642813
1/14/2000,75.6970226,28.27112128,66.28276553,4.888591859,20.1028939
1/15/2000,143.6314723,29.55100685,61.39502823,1.784374674,20.29470182
1/16/2000,98.97263783,20.12702658,68.75101297,8.028969583,23.82190793
1/17/2000,196.9899971,21.5994457,48.04452189,8.914406523,21.33830178
1/18/2000,109.7480125,20.30308203,63.4812869,4.868847161,8.290124068
1/19/2000,157.0553396,21.58735004,75.07901713,3.799769048,18.15310467
1/20/2000,97.39326223,19.36117407,70.68898473,7.987490314,9.830139668
1/21/2000,21.56162464,29.83490892,57.10070876,4.638182134,18.45286012
1/22/2000,78.34869087,29.98718485,64.8857024,6.747957188,15.90665978
1/23/2000,74.30781876,17.21431221,76.20611486,1.578649778,12.44409978
1/24/2000,133.140118,27.14720691,86.97026128,5.439340245,21.50404105
1/25/2000,133.9291061,28.37348193,85.06869166,6.072324257,20.89480667
1/26/2000,60.40155015,26.18935748,68.41607105,8.341466151,14.67539531
1/27/2000,113.6469978,29.63719432,78.11195143,4.193821182,20.41100314
1/28/2000,119.2445459,25.93954323,79.5825642,3.293819453,26.91921478
1/29/2000,92.0783919,17.60545767,47.14702265,5.012704099,18.17682103
1/30/2000,90.30733785,22.85831652,52.69077952,7.178068486,28.27672979
1/31/2000,128.0310807,31.98177217,71.21083898,7.536018809,12.82061851
2/1/2000,18.815882,25.5866857,73.44093234,3.451536214,20.60804783
2/2/2000,-69.76746288,22.52853101,71.47403357,6.308300209,13.63136342
2/3/2000,100.6276936,24.52833088,69.11209004,9.435570016,24.89487126
2/4/2000,232.5216571,33.16292811,67.48453838,2.180882313,10.88920413
2/5/2000,125.752856,32.66744412,70.87805694,8.007644528,21.84239721
2/6/2000,49.65937501,29.56759642,74.34456756,1.395768072,13.83073472
2/7/2000,-11.17375032,25.72097421,71.53945957,2.016597256,12.62644414
2/8/2000,92.62917182,19.09478618,63.59073667,9.437369234,13.04531412
2/9/2000,149.9438135,26.21233104,58.98597005,4.844130685,10.34694491
2/10/2000,77.50774796,26.44994676,69.42240756,6.237631592,20.42396554
2/11/2000,68.11704266,34.25461022,80.39555934,4.472788689,21.23673599
2/12/2000,115.3149059,26.19379178,84.0292605,3.434386756,23.14527471
2/13/2000,78.84126353,30.84870743,64.25427525,3.666888137,15.93989108
2/14/2000,40.17778673,23.04065304,73.7875781,5.26301033,26.482954
2/15/2000,80.55316839,16.33070587,47.25188045,5.444310008,21.81733892
2/16/2000,112.0711176,23.95624671,70.47807012,3.557154542,27.64551069
2/17/2000,132.3451606,31.59380544,72.34617728,3.381186266,25.25273895
2/18/2000,62.74652088,18.89019047,80.11670763,6.107115077,15.74495593
2/19/2000,98.89645329,31.56086062,81.66990738,4.740138135,23.27134518
2/20/2000,62.58408162,29.98814646,63.68618334,9.539093599,23.64332104
2/21/2000,84.89951867,17.5982888,75.79054087,4.483806916,22.15685232
2/22/2000,134.7970076,23.56593414,80.86774699,1.947173251,15.6992981
2/23/2000,123.303255,29.58154826,66.44533022,6.680024168,26.66506085
2/24/2000,106.4009571,33.72682478,78.78572496,2.83739515,18.04385729
2/25/2000,162.7074334,21.28581599,80.54647646,5.064893563,22.14571638
2/26/2000,73.37804712,31.02145246,66.14259616,4.627881297,14.68944003
2/27/2000,117.7819312,27.01535357,84.49577395,1.965258603,17.41959925
2/28/2000,135.9911614,26.27904167,71.27280918,9.169078499,12.98827344
2/29/2000,151.0921998,26.09362853,66.71747805,8.309474429,26.2050792
3/1/2000,32.79428916,24.16753988,76.91352941,4.79132555,23.11895671
